hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,total_nights,family,arrival_month_num,season,is_family,has_weekend_stay,has_weekday_stay,estimated_revenue,booking_size,stay_category,lead_time_category
Resort Hotel,0,151,2016,June,25,14,2,8,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,I,1.0,No Deposit,8.0,,0.0,Transient,70.4,0.0,0.0,Check-Out,2016-06-24,2.0,10,0.0,6.0,Summer,0,1,1,704.0,Couple,Long Stay,Long Lead Time
Resort Hotel,0,3,2016,June,26,22,0,2,2,2.0,0,BB,CHN,Online TA,TA/TO,0.0,0.0,0.0,G,G,0.0,No Deposit,240.0,,0.0,Transient,181.0,1.0,0.0,Check-Out,2016-06-24,4.0,2,1.0,6.0,Summer,1,0,1,362.0,Small Group,Short Stay,Last Minute
Resort Hotel,0,156,2016,June,24,11,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,1.0,No Deposit,143.0,,0.0,Transient,88.7,0.0,0.0,Check-Out,2016-06-25,2.0,14,0.0,6.0,Summer,0,1,1,1241.8,Couple,Long Stay,Long Lead Time
Resort Hotel,0,249,2016,June,24,11,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,143.0,,0.0,Contract,64.9,0.0,1.0,Check-Out,2016-06-25,2.0,14,0.0,6.0,Summer,0,1,1,908.6000000000001,Couple,Long Stay,Long Lead Time
Resort Hotel,0,223,2016,June,25,15,2,8,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,C,0.0,No Deposit,314.0,,0.0,Transient,77.76,0.0,2.0,Check-Out,2016-06-25,3.0,10,0.0,6.0,Summer,0,1,1,777.6,Small Group,Long Stay,Long Lead Time
Resort Hotel,0,155,2016,June,25,18,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,15.0,,0.0,Transient,83.6,0.0,0.0,Check-Out,2016-06-25,2.0,7,0.0,6.0,Summer,0,1,1,585.1999999999999,Couple,Long Stay,Long Lead Time
Resort Hotel,0,190,2016,June,25,17,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,C,1.0,No Deposit,105.0,,0.0,Transient,117.76,1.0,1.0,Check-Out,2016-06-25,2.0,8,0.0,6.0,Summer,0,1,1,942.08,Couple,Long Stay,Long Lead Time
Resort Hotel,0,268,2017,July,29,21,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,1.0,0.0,1.0,A,A,2.0,No Deposit,240.0,,0.0,Transient,167.68,0.0,2.0,Check-Out,2017-07-29,2.0,8,0.0,7.0,Summer,0,1,1,1341.44,Couple,Long Stay,Long Lead Time
Resort Hotel,0,237,2016,June,26,21,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,64.8,0.0,1.0,Check-Out,2016-06-25,2.0,4,0.0,6.0,Summer,0,0,1,259.2,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,180,2016,June,26,23,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,E,F,0.0,No Deposit,240.0,,0.0,Transient,112.0,1.0,1.0,Check-Out,2016-06-25,2.0,2,0.0,6.0,Summer,0,0,1,224.0,Couple,Short Stay,Long Lead Time
Resort Hotel,0,271,2016,June,25,18,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,40.0,,0.0,Transient,78.5,0.0,0.0,Check-Out,2016-06-25,2.0,7,0.0,6.0,Summer,0,1,1,549.5,Couple,Long Stay,Long Lead Time
Resort Hotel,0,192,2016,June,24,11,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,40.0,,0.0,Contract,51.85,0.0,0.0,Check-Out,2016-06-25,2.0,14,0.0,6.0,Summer,0,1,1,725.9,Couple,Long Stay,Long Lead Time
Resort Hotel,0,124,2016,June,25,18,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,15.0,,0.0,Transient,57.6,0.0,0.0,Check-Out,2016-06-25,2.0,7,0.0,6.0,Summer,0,1,1,403.2,Couple,Long Stay,Long Lead Time
Resort Hotel,0,0,2016,June,26,24,0,1,2,0.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,F,F,0.0,No Deposit,0.0,,0.0,Transient,161.0,1.0,0.0,Check-Out,2016-06-25,2.0,1,0.0,6.0,Summer,0,0,1,161.0,Couple,Short Stay,Last Minute
Resort Hotel,0,202,2016,June,25,17,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,72.0,0.0,1.0,Check-Out,2016-06-25,2.0,8,0.0,6.0,Summer,0,1,1,576.0,Couple,Long Stay,Long Lead Time
Resort Hotel,0,8,2016,June,26,23,0,2,2,3.0,0,BB,USA,Direct,Direct,0.0,0.0,0.0,H,H,0.0,No Deposit,250.0,,0.0,Transient,186.0,1.0,0.0,Check-Out,2016-06-25,5.0,2,1.0,6.0,Summer,1,0,1,372.0,Large Group,Short Stay,Short Lead Time
Resort Hotel,0,154,2016,June,25,18,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,8.0,,0.0,Transient,68.4,0.0,0.0,Check-Out,2016-06-25,2.0,7,0.0,6.0,Summer,0,1,1,478.80000000000007,Couple,Long Stay,Long Lead Time
Resort Hotel,0,187,2016,June,26,19,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,314.0,,0.0,Transient,69.6,1.0,0.0,Check-Out,2016-06-26,2.0,7,0.0,6.0,Summer,0,1,1,487.19999999999993,Couple,Long Stay,Long Lead Time
Resort Hotel,0,192,2016,June,26,21,0,5,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,68.0,0.0,0.0,Check-Out,2016-06-26,2.0,5,0.0,6.0,Summer,0,0,1,340.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,236,2016,June,26,19,2,5,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,E,E,1.0,No Deposit,333.0,,0.0,Transient,146.1,1.0,0.0,Check-Out,2016-06-26,2.0,7,0.0,6.0,Summer,0,1,1,1022.6999999999999,Couple,Long Stay,Long Lead Time
Resort Hotel,0,211,2017,June,25,22,2,7,2,0.0,0,Undefined,PRT,Direct,TA/TO,1.0,0.0,1.0,E,E,0.0,No Deposit,0.0,333.0,0.0,Group,151.56,1.0,0.0,Check-Out,2017-07-01,2.0,9,0.0,6.0,Summer,0,1,1,1364.04,Couple,Long Stay,Long Lead Time
Resort Hotel,0,9,2016,June,26,21,0,5,3,1.0,0,BB,RUS,Online TA,TA/TO,0.0,0.0,0.0,H,G,0.0,No Deposit,240.0,,0.0,Transient,206.0,1.0,0.0,Check-Out,2016-06-26,4.0,5,1.0,6.0,Summer,1,0,1,1030.0,Small Group,Medium Stay,Short Lead Time
Resort Hotel,0,294,2016,June,26,21,0,5,1,0.0,0,BB,RUS,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,240.0,,0.0,Transient,64.8,0.0,1.0,Check-Out,2016-06-26,1.0,5,0.0,6.0,Summer,0,0,1,324.0,Single,Medium Stay,Long Lead Time
Resort Hotel,0,7,2016,June,26,24,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,1.0,,0.0,Transient,152.16,1.0,0.0,Check-Out,2016-06-26,2.0,2,0.0,6.0,Summer,0,0,1,304.32,Couple,Short Stay,Last Minute
Resort Hotel,0,100,2016,June,26,19,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,E,0.0,No Deposit,243.0,,0.0,Contract,90.9,0.0,0.0,Check-Out,2016-06-26,2.0,7,0.0,6.0,Summer,0,1,1,636.3000000000001,Couple,Long Stay,Long Lead Time
Resort Hotel,0,188,2016,June,26,20,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,84.0,1.0,0.0,Check-Out,2016-06-26,2.0,6,0.0,6.0,Summer,0,1,1,504.0,Couple,Long Stay,Long Lead Time
Resort Hotel,0,157,2016,June,26,19,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,E,0.0,No Deposit,8.0,,0.0,Transient,70.4,0.0,0.0,Check-Out,2016-06-26,2.0,7,0.0,6.0,Summer,0,1,1,492.80000000000007,Couple,Long Stay,Long Lead Time
Resort Hotel,0,157,2016,June,26,19,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,8.0,,0.0,Transient,70.4,0.0,0.0,Check-Out,2016-06-26,2.0,7,0.0,6.0,Summer,0,1,1,492.80000000000007,Couple,Long Stay,Long Lead Time
Resort Hotel,0,10,2016,June,26,25,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,132.0,1.0,1.0,Check-Out,2016-06-26,1.0,1,0.0,6.0,Summer,0,0,1,132.0,Single,Short Stay,Short Lead Time
Resort Hotel,0,3,2016,June,26,25,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0.0,0.0,0.0,A,C,0.0,No Deposit,306.0,,0.0,Transient,98.4,1.0,0.0,Check-Out,2016-06-26,2.0,1,0.0,6.0,Summer,0,0,1,98.4,Couple,Short Stay,Last Minute
Resort Hotel,0,0,2016,June,26,20,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,72.0,0.0,1.0,Check-Out,2016-06-26,2.0,6,0.0,6.0,Summer,0,1,1,432.0,Couple,Long Stay,Last Minute
Resort Hotel,0,3,2016,June,26,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient-Party,141.0,1.0,0.0,Check-Out,2016-06-26,2.0,1,0.0,6.0,Summer,0,0,1,141.0,Couple,Short Stay,Last Minute
Resort Hotel,0,3,2016,June,26,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient-Party,129.0,0.0,0.0,Check-Out,2016-06-26,2.0,1,0.0,6.0,Summer,0,0,1,129.0,Couple,Short Stay,Last Minute
Resort Hotel,0,9,2016,June,26,25,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient-Party,161.0,0.0,1.0,Check-Out,2016-06-26,2.0,1,0.0,6.0,Summer,0,0,1,161.0,Couple,Short Stay,Short Lead Time
Resort Hotel,0,12,2016,June,26,25,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,129.0,1.0,1.0,Check-Out,2016-06-26,2.0,1,0.0,6.0,Summer,0,0,1,129.0,Couple,Short Stay,Short Lead Time
Resort Hotel,0,5,2016,June,26,25,0,1,3,0.0,0,FB,PRT,Direct,Direct,0.0,0.0,0.0,E,E,2.0,No Deposit,250.0,,0.0,Transient,185.1,1.0,0.0,Check-Out,2016-06-26,3.0,1,0.0,6.0,Summer,0,0,1,185.1,Small Group,Short Stay,Last Minute
Resort Hotel,0,10,2016,June,26,25,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,G,G,1.0,No Deposit,240.0,,0.0,Transient,201.0,1.0,1.0,Check-Out,2016-06-26,3.0,1,1.0,6.0,Summer,1,0,1,201.0,Small Group,Short Stay,Short Lead Time
Resort Hotel,0,203,2016,June,26,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,240.0,,0.0,Transient-Party,72.0,0.0,1.0,Check-Out,2016-06-26,2.0,2,0.0,6.0,Summer,0,0,1,144.0,Couple,Short Stay,Long Lead Time
Resort Hotel,0,203,2016,June,26,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient-Party,84.0,1.0,0.0,Check-Out,2016-06-26,2.0,2,0.0,6.0,Summer,0,0,1,168.0,Couple,Short Stay,Long Lead Time
Resort Hotel,0,170,2016,June,27,26,2,1,2,0.0,0,BB,CN,Online TA,TA/TO,0.0,0.0,0.0,A,A,3.0,No Deposit,240.0,,0.0,Transient,84.0,1.0,0.0,Check-Out,2016-06-29,2.0,3,0.0,6.0,Summer,0,1,1,252.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,8,2016,June,26,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,129.0,0.0,2.0,Check-Out,2016-06-26,2.0,1,0.0,6.0,Summer,0,0,1,129.0,Couple,Short Stay,Short Lead Time
Resort Hotel,0,165,2016,June,26,21,0,5,2,0.0,0,BB,SWE,Online TA,TA/TO,0.0,0.0,0.0,A,A,2.0,No Deposit,240.0,,0.0,Transient,84.0,1.0,0.0,Check-Out,2016-06-26,2.0,5,0.0,6.0,Summer,0,0,1,420.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,2,2016,June,26,25,0,1,3,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,C,1.0,No Deposit,0.0,,0.0,Transient,158.1,1.0,2.0,Check-Out,2016-06-26,3.0,1,0.0,6.0,Summer,0,0,1,158.1,Small Group,Short Stay,Last Minute
Resort Hotel,0,181,2016,June,25,17,3,7,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,128.0,,0.0,Transient,66.6,0.0,0.0,Check-Out,2016-06-27,2.0,10,0.0,6.0,Summer,0,1,1,666.0,Couple,Long Stay,Long Lead Time
Resort Hotel,0,25,2016,June,26,25,1,1,2,0.0,0,BB,USA,Online TA,TA/TO,0.0,0.0,0.0,F,F,0.0,No Deposit,241.0,,0.0,Transient,130.13,0.0,1.0,Check-Out,2016-06-27,2.0,2,0.0,6.0,Summer,0,1,1,260.26,Couple,Short Stay,Short Lead Time
Resort Hotel,0,131,2016,June,26,20,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,8.0,,0.0,Transient,81.2,0.0,0.0,Check-Out,2016-06-27,2.0,7,0.0,6.0,Summer,0,1,1,568.4,Couple,Long Stay,Long Lead Time
Resort Hotel,0,225,2016,June,26,23,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient-Party,72.0,0.0,2.0,Check-Out,2016-06-27,2.0,4,0.0,6.0,Summer,0,1,1,288.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,22,2016,June,26,25,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,G,F,0.0,No Deposit,241.0,,0.0,Transient,145.53,0.0,1.0,Check-Out,2016-06-27,2.0,2,0.0,6.0,Summer,0,1,1,291.06,Couple,Short Stay,Short Lead Time
Resort Hotel,0,0,2016,June,27,27,0,0,3,1.0,0,BB,GBR,Online TA,TA/TO,1.0,0.0,0.0,H,I,0.0,No Deposit,240.0,,0.0,Transient,0.0,0.0,0.0,Check-Out,2016-06-27,4.0,0,1.0,6.0,Summer,1,0,0,0.0,Small Group,Short Stay,Last Minute
Resort Hotel,0,35,2016,June,27,26,1,0,2,0.0,0,HB,ESP,Direct,Direct,0.0,0.0,0.0,A,A,1.0,No Deposit,250.0,,0.0,Transient,159.0,1.0,0.0,Check-Out,2016-06-27,2.0,1,0.0,6.0,Summer,0,1,0,159.0,Couple,Short Stay,Medium Lead Time
Resort Hotel,0,124,2016,June,25,18,3,6,3,0.0,0,BB,SWE,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,153.0,0.0,1.0,Check-Out,2016-06-27,3.0,9,0.0,6.0,Summer,0,1,1,1377.0,Small Group,Long Stay,Long Lead Time
Resort Hotel,0,0,2016,June,26,25,1,1,2,0.0,0,BB,ESP,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,141.0,1.0,0.0,Check-Out,2016-06-27,2.0,2,0.0,6.0,Summer,0,1,1,282.0,Couple,Short Stay,Last Minute
Resort Hotel,0,2,2016,June,26,25,1,1,1,0.0,0,BB,AGO,Direct,Direct,0.0,0.0,0.0,C,C,1.0,No Deposit,0.0,,0.0,Transient,165.0,0.0,0.0,Check-Out,2016-06-27,1.0,2,0.0,6.0,Summer,0,1,1,330.0,Single,Short Stay,Last Minute
Resort Hotel,0,12,2016,June,26,25,1,1,2,2.0,0,HB,PRT,Online TA,TA/TO,0.0,0.0,0.0,G,G,1.0,No Deposit,240.0,,0.0,Transient,249.0,1.0,0.0,Check-Out,2016-06-27,4.0,2,1.0,6.0,Summer,1,1,1,498.0,Small Group,Short Stay,Short Lead Time
Resort Hotel,0,225,2016,June,26,23,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,F,0.0,No Deposit,240.0,,0.0,Transient-Party,72.0,0.0,2.0,Check-Out,2016-06-27,2.0,4,0.0,6.0,Summer,0,1,1,288.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,2,2016,June,26,25,1,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,D,0.0,No Deposit,241.0,,0.0,Transient,122.23,1.0,1.0,Check-Out,2016-06-27,3.0,2,1.0,6.0,Summer,1,1,1,244.46,Small Group,Short Stay,Last Minute
Resort Hotel,0,167,2016,June,26,21,1,5,2,0.0,0,BB,SWE,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,82.0,1.0,0.0,Check-Out,2016-06-27,2.0,6,0.0,6.0,Summer,0,1,1,492.0,Couple,Long Stay,Long Lead Time
Resort Hotel,0,214,2016,June,26,20,2,5,2,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,11.0,,0.0,Transient,68.4,0.0,0.0,Check-Out,2016-06-27,2.0,7,0.0,6.0,Summer,0,1,1,478.80000000000007,Couple,Long Stay,Long Lead Time
Resort Hotel,0,214,2016,June,26,20,2,5,2,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,11.0,,0.0,Transient,68.4,0.0,1.0,Check-Out,2016-06-27,2.0,7,0.0,6.0,Summer,0,1,1,478.80000000000007,Couple,Long Stay,Long Lead Time
Resort Hotel,0,5,2016,June,26,25,1,1,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,F,F,0.0,No Deposit,250.0,,0.0,Transient,181.0,1.0,0.0,Check-Out,2016-06-27,2.0,2,0.0,6.0,Summer,0,1,1,362.0,Couple,Short Stay,Last Minute
Resort Hotel,0,41,2016,June,27,26,1,0,2,0.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,129.0,0.0,1.0,Check-Out,2016-06-27,2.0,1,0.0,6.0,Summer,0,1,0,129.0,Couple,Short Stay,Medium Lead Time
Resort Hotel,0,101,2016,June,26,20,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,243.0,,0.0,Transient,61.0,0.0,0.0,Check-Out,2016-06-27,2.0,7,0.0,6.0,Summer,0,1,1,427.0,Couple,Long Stay,Long Lead Time
Resort Hotel,0,101,2016,June,26,25,1,1,3,1.0,0,FB,PRT,Direct,Direct,0.0,0.0,0.0,H,H,5.0,No Deposit,250.0,,0.0,Transient,274.0,1.0,0.0,Check-Out,2016-06-27,4.0,2,1.0,6.0,Summer,1,1,1,548.0,Small Group,Short Stay,Long Lead Time
Resort Hotel,0,162,2016,June,27,28,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,175.0,,0.0,Transient,81.0,0.0,0.0,Check-Out,2016-07-05,2.0,7,0.0,6.0,Summer,0,1,1,567.0,Couple,Long Stay,Long Lead Time
Resort Hotel,0,124,2016,June,26,21,2,5,2,1.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,142.36,0.0,3.0,Check-Out,2016-06-28,3.0,7,1.0,6.0,Summer,1,1,1,996.5200000000001,Small Group,Long Stay,Long Lead Time
Resort Hotel,0,124,2016,June,26,21,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,122.86,0.0,2.0,Check-Out,2016-06-28,2.0,7,0.0,6.0,Summer,0,1,1,860.02,Couple,Long Stay,Long Lead Time
Resort Hotel,0,162,2016,June,26,23,2,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0.0,0.0,0.0,F,F,0.0,No Deposit,242.0,,0.0,Transient,133.4,0.0,1.0,Check-Out,2016-06-28,2.0,5,0.0,6.0,Summer,0,1,1,667.0,Couple,Medium Stay,Long Lead Time
Resort Hotel,0,161,2016,June,26,22,2,4,2,0.0,0,HB,FRA,Online TA,TA/TO,0.0,0.0,0.0,E,E,1.0,No Deposit,240.0,,0.0,Transient,178.0,1.0,2.0,Check-Out,2016-06-28,2.0,6,0.0,6.0,Summer,0,1,1,1068.0,Couple,Long Stay,Long Lead Time
Resort Hotel,0,13,2016,June,27,27,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,47.0,0.0,Transient,57.0,0.0,0.0,Check-Out,2016-06-28,1.0,1,0.0,6.0,Summer,0,1,0,57.0,Single,Short Stay,Short Lead Time
Resort Hotel,0,7,2016,July,31,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1.0,0.0,1.0,A,A,0.0,No Deposit,0.0,47.0,0.0,Transient,118.0,0.0,0.0,Check-Out,2016-07-29,1.0,1,0.0,7.0,Summer,0,0,1,118.0,Single,Short Stay,Last Minute
Resort Hotel,0,1,2017,March,13,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1.0,0.0,2.0,A,D,0.0,No Deposit,0.0,47.0,0.0,Transient,35.0,0.0,0.0,Check-Out,2017-03-29,1.0,1,0.0,3.0,Spring,0,0,1,35.0,Single,Short Stay,Last Minute
Resort Hotel,0,10,2017,June,22,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1.0,0.0,3.0,A,A,0.0,No Deposit,0.0,47.0,0.0,Transient,75.0,0.0,0.0,Check-Out,2017-06-02,1.0,1,0.0,6.0,Summer,0,0,1,75.0,Single,Short Stay,Short Lead Time
Resort Hotel,0,10,2016,June,27,27,1,0,1,0.0,0,BB,NLD,Online TA,TA/TO,0.0,0.0,0.0,A,B,0.0,No Deposit,184.0,,0.0,Transient,141.0,1.0,0.0,Check-Out,2016-06-28,1.0,1,0.0,6.0,Summer,0,1,0,141.0,Single,Short Stay,Short Lead Time
Resort Hotel,0,10,2016,June,27,27,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,184.0,,0.0,Transient,120.0,0.0,0.0,Check-Out,2016-06-28,1.0,1,0.0,6.0,Summer,0,1,0,120.0,Single,Short Stay,Short Lead Time
Resort Hotel,0,24,2016,June,26,25,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,241.0,,0.0,Transient,95.69,0.0,1.0,Check-Out,2016-06-28,2.0,3,0.0,6.0,Summer,0,1,1,287.07,Couple,Medium Stay,Short Lead Time
Resort Hotel,0,22,2016,June,27,28,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,241.0,,0.0,Transient,8.0,0.0,0.0,Check-Out,2016-06-30,2.0,2,0.0,6.0,Summer,0,0,1,16.0,Couple,Short Stay,Short Lead Time
Resort Hotel,0,13,2016,June,26,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,141.0,1.0,0.0,Check-Out,2016-06-28,2.0,3,0.0,6.0,Summer,0,1,1,423.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,0,27,2016,June,26,25,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,129.0,0.0,1.0,Check-Out,2016-06-28,2.0,3,0.0,6.0,Summer,0,1,1,387.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,0,37,2016,June,27,26,2,0,3,1.0,0,HB,ESP,Online TA,TA/TO,0.0,0.0,0.0,H,H,0.0,No Deposit,240.0,,0.0,Transient,254.0,1.0,0.0,Check-Out,2016-06-28,4.0,2,1.0,6.0,Summer,1,1,0,508.0,Small Group,Short Stay,Medium Lead Time
Resort Hotel,0,21,2016,June,26,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,240.0,,0.0,Transient,120.0,0.0,1.0,Check-Out,2016-06-28,2.0,3,0.0,6.0,Summer,0,1,1,360.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,0,11,2016,June,26,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient,129.0,0.0,1.0,Check-Out,2016-06-28,2.0,3,0.0,6.0,Summer,0,1,1,387.0,Couple,Medium Stay,Short Lead Time
Resort Hotel,0,1,2016,June,26,25,2,1,2,0.0,0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,0.0,,0.0,Transient,129.0,0.0,1.0,Check-Out,2016-06-28,2.0,3,0.0,6.0,Summer,0,1,1,387.0,Couple,Medium Stay,Last Minute
Resort Hotel,0,48,2016,June,27,26,2,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,240.0,,0.0,Transient-Party,129.0,0.0,0.0,Check-Out,2016-06-28,1.0,2,0.0,6.0,Summer,0,1,0,258.0,Single,Short Stay,Medium Lead Time
Resort Hotel,0,2,2016,June,26,23,2,3,2,1.0,1,BB,CHE,Direct,Direct,0.0,0.0,0.0,G,G,2.0,No Deposit,0.0,,0.0,Transient,161.1,0.0,0.0,Check-Out,2016-06-28,4.0,5,1.0,6.0,Summer,1,1,1,805.5,Small Group,Medium Stay,Last Minute
